message
GET /index.html HTTP/1.1 200
GET /home HTTP/1.1 200
GET /about HTTP/1.1 200
POST /login HTTP/1.1 200
GET /products HTTP/1.1 200
GET /contact HTTP/1.1 200
GET /dashboard HTTP/1.1 200
POST /register HTTP/1.1 201
GET /profile HTTP/1.1 200
GET /settings HTTP/1.1 200
GET /orders HTTP/1.1 200
POST /payment HTTP/1.1 200
GET /cart HTTP/1.1 200
GET /wishlist HTTP/1.1 200
GET /notifications HTTP/1.1 200
GET /search?q=mobile HTTP/1.1 200
GET /category/electronics HTTP/1.1 200
POST /logout HTTP/1.1 200
GET /offers HTTP/1.1 200
GET /help HTTP/1.1 200
